code,name,native_speakers,country,region,gl,anglicized_name
ymo,Yangum Mon,,Papua New Guinea,Pacific,tpi,Yangum Mon
mzw,Deg,32000,Ghana,Africa,en,Deg
mdc,Male (Papua New Guinea),,Papua New Guinea,Pacific,tpi,Male
mkw,Kituba (Congo),1550000,Congo,Africa,fr,Kituba
muu,Yaaku,20,Kenya,Africa,sw,Yaaku
mfz,Mabaan,80000,South Sudan,Africa,ar,Mabaan
wob,Wè Northern,195000,Côte d’Ivoire,Africa,fr,Wè Northern
naj,Nalu,25000,Guinea,Africa,fr,Nalu
moc,Mocoví,,Argentina,Americas,es-419,Mocoví
mnh,Mono (Democratic Republic of Congo),85000,Democratic Republic of the Congo,Africa,fr,Mono
wac,Wasco-Wishram,,United States,Americas,en,Wasco-Wishram
wbt,Wanman,,Australia,Pacific,en,Wanman
ln,Lingála,2800000,Democratic Republic of the Congo,Africa,fr,Lingala
mti,Maiwa (Papua New Guinea),,Papua New Guinea,Pacific,tpi,Maiwa
myd,Maramba,,Papua New Guinea,Pacific,tpi,Maramba
ity,Moyadan Itneg,12000,Philippines,Asia,ilo,Itneg
mav,Sateré-Mawé,7000,Brazil,Americas,pt,Sateré-Mawé
xdy-x-dayakriam,Dayak Riam,,Indonesia,Pacific,id,Dayak Riam
kyb,Butbut Kalinga,15000,Philippines,Asia,ilo,Kalinga
msz,Momare,,Papua New Guinea,Pacific,tpi,Momare
mwi,Labo,,Vanuatu,Pacific,fr,Ninde
mxb,Tezoatlán Mixtec,,Mexico,Americas,es-419,Mixtec
mhl,Mauwake,,Papua New Guinea,Pacific,tpi,Mauwake
pnq,Pana (Burkina Faso),7800,Burkina Faso,Africa,fr,Pana
seq,Senara Sénoufo,50000,Burkina Faso,Africa,fr,Sénoufo
ypz,Phuza,6000,China,Asia,zh,Phuza
npu,Puimei Naga,3000,India,South Asia,en,Naga
gbm,Garhwali,2900000,India,South Asia,hi,Garhwali
pek,Penchal,,Papua New Guinea,Pacific,tpi,Penchal
yim,Yimchungru Naga,92000,India,South Asia,en,Naga
ral,Ralte,900,India,South Asia,en,Ralte
yet,Yetfa,1000,Indonesia,Pacific,id,Yetfa
oni,Onin,500,Indonesia,Pacific,id,Onin
pep,Kunja,,Papua New Guinea,Pacific,tpi,Kunja
pby,Pyu (Papua New Guinea),100,Papua New Guinea,Pacific,tpi,Pyu
phv,Pahlavani,-1,Afghanistan,Eurasia,ps,Pahlavani
nay,Narrinyeri,,Australia,Pacific,en,Narrinyeri
yuw,Yau (Morobe Province),,Papua New Guinea,Pacific,tpi,Yau
pop,Pwapwâ,,New Caledonia,Pacific,en,Pwapwâ
nek,Neku,,New Caledonia,Pacific,en,Neku
onx,Onin Based Pidgin,-1,Indonesia,Pacific,id,Onin Based Pidgin
riu,Riung,12500,Indonesia,Pacific,id,Riung
nif,Nek,,Papua New Guinea,Pacific,tpi,Nek
ror,Rongga,4000,Indonesia,Pacific,id,Rongga
pta,Pai Tavytera,,Paraguay,Americas,es-419,Pai Tavytera
puw,Puluwatese,,Micronesia,Pacific,en,Puluwatese
pqa,Pa'a,8000,Nigeria,Africa,en,Pa’a
ndl,Ndolo,8000,Democratic Republic of the Congo,Africa,fr,Ndolo
qub,Huallaga Huánuco Quechua,,Peru,Americas,es-419,Quechua
njs,Nisa,450,Indonesia,Pacific,id,Nisa
saj,Sahu,6750,Indonesia,Pacific,id,Sahu
skc,Ma Manda,,Papua New Guinea,Pacific,tpi,Ma Manda
ree,Rejang Kayan,35000,Malaysia,Asia,ms,Kayan
rge,Romano-Greek,,Greece,Eurasia,en,Romano-Greek
ruu,Lanas Lobu,10000,Malaysia,Asia,ms,Lobu
xdy-x-mentebah,Dayak Mentebah,,Indonesia,Pacific,id,
qvl,Cajatambo North Lima Quechua,,Peru,Americas,es-419,Quechua
ogu,Ogbronuagum,12000,Nigeria,Africa,en,Ogbronuagum
rax,Rang,,Nigeria,Africa,en,Rang
sho,Shanga,6000,Nigeria,Africa,en,Shanga
myo,Anfillo,25,Ethiopia,Africa,am,Anfillo
kn-x-siddi,Siddi,,India,South Asia,kn,
piy,Piya-Kwonci,5000,Nigeria,Africa,en,Piya-Kwonci
rmb,Rembarunga,,Australia,Pacific,en,Rembarunga
shh,Shoshoni,,United States,Americas,en,Shoshoni
pmn,Pam,30,Cameroon,Africa,fr,Pam
rwk,Rwa,120000,Tanzania,Africa,sw,Rwa
pse-x-riauasli,Suku Asli,12000,Indonesia,Pacific,id,Suku Original
nrl,Ngarluma,,Australia,Pacific,en,Ngarluma
nrz,Lala,,Papua New Guinea,Pacific,tpi,Lala
sbk,Safwa,210000,Tanzania,Africa,sw,Safwa
skm,Kutong,,Papua New Guinea,Pacific,tpi,Kutong
hmv-x-do,Do,37500,Vietnam,Asia,vi,
nuq,Nukumanu,,Papua New Guinea,Pacific,tpi,Nukumanu
nxi,Nindi,100,Tanzania,Africa,sw,Nindi
weu-x-lawngtu,Lawng Tu,,Myanmar,Asia,my,
gon-x-mariagond,Maria Gond,,India,South Asia,or,Maria Gond
niy,Ngiti,138000,Democratic Republic of the Congo,Africa,fr,Ngiti
ojw,Western Ojibwa,,Canada,Americas,en,Ojibwa
ndw,Ndobo,12000,Democratic Republic of the Congo,Africa,fr,Ndobo
nwb,Nyabwa,41000,Côte d’Ivoire,Africa,fr,Nyabwa
oma,Omaha-Ponca,,United States,Americas,en,Omaha-Ponca
lbx-x-dayakpaus,Dayak Paus,,Indonesia,Pacific,id,
pda,Anam,,Papua New Guinea,Pacific,tpi,Anam
pfl,Pfaelzisch,,Germany,Eurasia,en,Pfaelzisch
snl,Sangil,15000,Philippines,Asia,ceb,Sangil
tif,Tifal,,Papua New Guinea,Pacific,tpi,Tifal
aon-x-woginara,Woginara,,Papua New Guinea,Pacific,tpi,Woginara
xkp,Kabatei,5000,Iran,Eurasia,fa,Kabatei
xrb,Eastern Karaboro,41000,Burkina Faso,Africa,fr,Karaboro
smf,Auwe,,Papua New Guinea,Pacific,tpi,Auwe
sif,Siamou,17400,Burkina Faso,Africa,fr,Siamou
wbe,Waritai,150,Indonesia,Pacific,id,Waritai
tdt,Tetun Dili,425000,East Timor,Pacific,pt,Tetun Dili
djr,Djambarrpuyngu,,Australia,Pacific,en,Djambarrpuyngu
plk,شینا زبان,300000,Pakistan,Eurasia,ur,Shina
xty,Yoloxochitl Mixtec,,Mexico,Americas,es-419,Mixtec
txn,West Tarangan,7910,Indonesia,Pacific,abs,Tarangan
twp,Ere,,Papua New Guinea,Pacific,tpi,Ere
tbc,Takia,,Papua New Guinea,Pacific,tpi,Takia
sws,Seluwasan,2840,Indonesia,Pacific,id,Seluwasan
yev,Yapunda,,Papua New Guinea,Pacific,tpi,Yapunda
yli,Angguruk Yali,15000,Indonesia,Pacific,id,Yali
wbw,Woi,1800,Indonesia,Pacific,pmy,Woi
tfo,Tefaro,90,Indonesia,Pacific,id,Tefaro
wkd,Wakde,550,Indonesia,Pacific,pmy,Mo
wrx,Wae Rana,3000,Indonesia,Pacific,id,Wae Rana
snv,Sa'ban,2000,Malaysia,Asia,ms,Sa’ban
trf,Trinidadian Creole English,,Trinidad and Tobago,Americas,en,Trinidadian Creole English
ykn,跨恩斯话,5000,China,Asia,zh,Kua-nsi
pmy,Papuan Malay,500000,Indonesia,Pacific,id,Malay
ukl,Ukrainian Sign Language,,Ukraine,Eurasia,en,Ukrainian Sign Language
sdo-x-mentukar,Dayak Ntuka,,Indonesia,Pacific,id,Dayak Ntuka
uba,Ubang,11000,Nigeria,Africa,en,Ubang
viv,Iduna,,Papua New Guinea,Pacific,tpi,Iduna
thr,Rana Tharu,369000,Nepal,South Asia,ne,Tharu
vay,वायु,1520,Nepal,South Asia,ne,Vayu
tys,Tày Sa Pa,350,Vietnam,Asia,vi,Tày Sa Pa
uur,Ura (Vanuatu),,Vanuatu,Pacific,fr,Ura
tqm,Turumsa,,Papua New Guinea,Pacific,tpi,Turumsa
sqs,Sri Lankan Sign Language,13000,Sri Lanka,Asia,ta,Sri Lankan Sign Language
tts,Northeastern Thai,23000000,Thailand,Asia,th,Thai
syk,Sukur,19000,Nigeria,Africa,en,Sukur
tsh,Tsuvan,2300,Cameroon,Africa,fr,Tsuvan
sok,Sokoro,6200,Chad,Africa,ar,Sokoro
yar,Yabarana,,Venezuela,Americas,es-419,Yabarana
wan,Wan,27000,Côte d’Ivoire,Africa,fr,Wan
itt,Maeng Itneg,18000,Philippines,Asia,ilo,Itneg
xmw,Tsimihety Malagasy,1615000,Madagascar,Africa,plt,Malagasy
srs,Sarsi,,Canada,Americas,en,Sarsi
tqr,Torona,-1,Sudan,Africa,ar,Torona
vgr,Vaghri,12500,Pakistan,Eurasia,ur,Vaghri
stq,Saterfriesisch,,Germany,Eurasia,en,Saterfriesisch
vma,Martuyhunira,,Australia,Pacific,en,Martuyhunira
vro,Võro,,Estonia,Eurasia,en,Võro
taa,Lower Tanana,,United States,Americas,en,Tanana
tyi,Teke-Tsaayi,130000,Congo,Africa,fr,Teke-Tsaayi
tgh,Tobagonian Creole English,,Trinidad and Tobago,Americas,en,Tobagonian Creole English
tap,Taabwa,380000,Democratic Republic of the Congo,Africa,fr,Taabwa
sub,Suku,70000,Democratic Republic of the Congo,Africa,fr,Suku
syx,Samay,1000,Gabon,Africa,fr,Samay
wih,Wik-Me'anha,,Australia,Pacific,en,Wik-Me’anha
sev,Nyarafolo Senoufo,66000,Côte d’Ivoire,Africa,fr,Sénoufo
tns,Tenis,,Papua New Guinea,Pacific,tpi,Tenis
xbw,Kambiwá,-1,Brazil,Americas,pt,Kambiwá
tme,Tremembé,-1,Brazil,Americas,pt,Tremembé
byd-x-dayakpantu,Dayak Pantu,,Indonesia,Pacific,id,
crx,Carrier,,Canada,Americas,en,Carrier
bwj,Láá Láá Bwamu,70000,Burkina Faso,Africa,fr,Bwamu
ojb,Northwestern Ojibwa,,Canada,Americas,en,Ojibwa
hmb,Humburi Senni Songhay,10000,Mali,Africa,fr,Songhay
dna,Upper Grand Valley Dani,20000,Indonesia,Pacific,id,Dani
amk,Ambai,10100,Indonesia,Pacific,pmy,Ambai
boi,Barbareño,,United States,Americas,en,Barbareño
bay,Batuley,3600,Indonesia,Pacific,id,Batuley
zbw,West Berawan,3600,Malaysia,Asia,ms,Berawan
kmk,Limos Kalinga,12700,Philippines,Asia,ilo,Kalinga
dry,Darai,10000,Nepal,South Asia,ne,Darai
yah,Yazgulyam,9000,Tajikistan,Eurasia,ru,Yazgulyam
dus,Dumi,8,Nepal,South Asia,ne,Dumi
bqg,Bago-Kusuntu,10400,Togo,Africa,fr,Bago-Kusuntu
wgb,Wagawaga,,Papua New Guinea,Pacific,tpi,Wagawaga
ddg,Fataluku,40700,East Timor,Pacific,pt,Fataluku
zmw,Mbo (Democratic Republic of Congo),14000,Democratic Republic of the Congo,Africa,fr,Mbo
gld,Нанайский,180,Russian Federation,Eurasia,ru,Nanai
cjy,晋语,45000000,China,Asia,zh,Chinese
cpy,South Ucayali Ashéninka,,Peru,Americas,es-419,Ashéninka
csa,Chiltepec Chinantec,,Mexico,Americas,es-419,Chinantec
ywt,中腊罗语,213000,China,Asia,zh,Lalo
dam,Damakawa,-1,Nigeria,Africa,en,Damakawa
zir,Ziriya,-1,Nigeria,Africa,en,Ziriya
yo,Yorùbá,30800000,Nigeria,Africa,en,Yoruba
agb,Legbo,60000,Nigeria,Africa,en,Legbo
bvw,Boga,10000,Nigeria,Africa,en,Boga
aum,Asu (Nigeria),5000,Nigeria,Africa,en,Asu
byj,Bina (Nigeria),7000,Nigeria,Africa,en,Bina
dek,Dek,3000,Cameroon,Africa,fr,Dek
dbq,Daba,25000,Cameroon,Africa,fr,Daba
dmb,Mombo Dogon,22500,Mali,Africa,fr,Dogon
gdk,Gadang,3000,Chad,Africa,ar,Gadang
yul,Yulu,13000,Central African Republic,Africa,fr,Yulu
bmh,Kein,,Papua New Guinea,Pacific,tpi,Kein
bln,Southern Catanduanes Bikol,135000,Philippines,Asia,en,Bikol
eiv,Askopan,,Papua New Guinea,Pacific,tpi,Askopan
cjh,Upper Chehalis,,United States,Americas,en,Chehalis
eot,Beti (Côte d'Ivoire),200,Côte d’Ivoire,Africa,fr,Beti
elu,Elu,,Papua New Guinea,Pacific,tpi,Elu
ays,Sorsogon Ayta,15,Philippines,Asia,en,Ayta
bkp,Boko (Democratic Republic of Congo),21000,Democratic Republic of the Congo,Africa,fr,Boko
bdt,Bokoto,258000,Central African Republic,Africa,fr,Bhogoto
elh,El Hugeirat,45,Sudan,Africa,ar,El Hugeirat
pro,Occitan ancian,-1,France,Eurasia,ang,Old Provençal (to 1500)
aly,Alyawarr,,Australia,Pacific,en,Alyawarr
bor,Borôro,1400,Brazil,Americas,pt,Borôro
amy,Ami,,Australia,Pacific,en,Ami
arv,Arbore,7200,Ethiopia,Africa,am,Arbore
asb,Assiniboine,,Canada,Americas,en,Assiniboine
bzf,Boikin,,Papua New Guinea,Pacific,tpi,Boikin
cbw,Kinabalian,14000,Philippines,Asia,en,Kinabalian
beo,Beami,,Papua New Guinea,Pacific,tpi,Beami
bfi,British Sign Language,,United Kingdom,Eurasia,en,British Sign Language
ctl,Tlacoatzintepec Chinantec,,Mexico,Americas,es-419,Chinantec
zav,Yatzachi Zapotec,,Mexico,Americas,es-419,Zapotec
ztn,Santa Catarina Albarradas Zapotec,,Mexico,Americas,es-419,Zapotec
itz,Itzá,,Guatemala,Americas,es-419,Itza’
kfu,Katkari,12000,India,South Asia,mr,Katkari
nmo,Moyon Naga,3700,India,South Asia,en,Naga
kpw,Kobon,,Papua New Guinea,Pacific,tpi,Kobon
tro,Tarao Naga,870,India,South Asia,en,Naga
nlx,Nahali,15000,India,South Asia,mr,Nahali
mmc,Michoacán Mazahua,,Mexico,Americas,es-419,Mazahua
lpe,Lepki,530,Indonesia,Pacific,id,Lepki
ljp,Lampung Api,827000,Indonesia,Pacific,id,Lampung Api
cra,Chara,15000,Ethiopia,Africa,am,Chara
lhh,Laha (Indonesia),3500,Indonesia,Pacific,abs,Laha
mhz,Mor (Mor Islands),600,Indonesia,Pacific,pmy,Mor
ghh,Northern Ghale,5000,Nepal,South Asia,ne,Ghale
sne-x-dayaktengoh,Dayak Tengoh,,Indonesia,Pacific,id,
vls,Vlaams,,Belgium,Eurasia,nl,Vlaams
mvn,Minaveha,,Papua New Guinea,Pacific,tpi,Minaveha
tef,Teressa,2080,India,South Asia,hi,Teressa
kte,Nubri,2000,Nepal,South Asia,ne,Nubri
luu,Lumba-Yakkha,1200,Nepal,South Asia,ne,Lumba-Yakkha
ngt,Ngeq,14200,Laos,Asia,lo,Ngeq
mbx,Mari (East Sepik Province),,Papua New Guinea,Pacific,tpi,Mari
pac,Pacoh,18500,Vietnam,Asia,vi,Pacoh
kvk,Korean Sign Language,200000,South Korea,Asia,en,Korean Sign Language
bwf,Boselewa,250,Papua New Guinea,Pacific,tpi,Boselewa
mds,Maria (Papua New Guinea),,Papua New Guinea,Pacific,tpi,Maria
xka,کلکوٹی,3500,Pakistan,Eurasia,ur,Kalkoti
nuh,Ndunda,280,Nigeria,Africa,en,Ndunda
glo,Galambu,25000,Nigeria,Africa,en,Galambu
pbl,Mak (Nigeria),5700,Nigeria,Africa,en,Mak
nms,Letemboi,,Vanuatu,Pacific,fr,Letemboi
mcj,Mvanip,80,Nigeria,Africa,en,Mvanip
nmt,Namonuito,,Micronesia,Pacific,en,Namonuito
mmg,North Ambrym,,Vanuatu,Pacific,fr,Ambrym
mvu,Marfa,6000,Chad,Africa,ar,Marfa
bdh,Baka (Sudan),31300,South Sudan,Africa,ar,Baka
kph,Kplang,1600,Ghana,Africa,en,Kplang
laj,Lango (Uganda),1750000,Uganda,Africa,en,Lango
nko,Nkonya,31000,Ghana,Africa,en,Nkonya
mqz,Pano,,Papua New Guinea,Pacific,tpi,Pano
ney,Neyo,11500,Côte d’Ivoire,Africa,fr,Neyo
ndt,Ndunga,2000,Democratic Republic of the Congo,Africa,fr,Ndunga
mws,Mwimbi-Muthambi,70000,Kenya,Africa,sw,Mwimbi-Muthambi
nmq,Nambya,100000,Zimbabwe,Americas,en,Nambya
nol,Nomlaki,,United States,Americas,en,Nomlaki
mlo,Mlomp,6000,Senegal,Africa,fr,Mlomp
mgn,Mbangi,75000,Central African Republic,Africa,fr,Mbangi
xkn-x-umalekan,Kayan Uma Lekan,,Indonesia,Pacific,id,Kayan Uma Lekan
lil,Lillooet,,Canada,Americas,en,Lillooet
sya-x-dayaksisang,Dayak Sisang,,Indonesia,Pacific,id,
lkt,Lakota,,United States,Americas,en,Lakota
one,Oneida,,Canada,Americas,en,Oneida
ntu,Natügu,,Solomon Islands,Pacific,pis,Natügu
mbb,Western Bukidnon Manobo,15000,Philippines,Asia,en,Manobo
doz,Dorze,30000,Ethiopia,Africa,am,Dorze
dim,Dime,570,Ethiopia,Africa,am,Dime
nco,Sibe,,Papua New Guinea,Pacific,tpi,Sibe
okk,Kwamtim One,,Papua New Guinea,Pacific,tpi,One
nhv,Temascaltepec Nahuatl,,Mexico,Americas,es-419,Nahuatl
lek,Leipon,,Papua New Guinea,Pacific,tpi,Leipon
mgu,Mailu,,Papua New Guinea,Pacific,tpi,Mailu
gar,Galeya,,Papua New Guinea,Pacific,tpi,Galeya
bcs,Kohumono,30000,Nigeria,Africa,en,Kohumono
sld,Sissala,13000,Burkina Faso,Africa,fr,Sissala
kst,Winyé,20000,Burkina Faso,Africa,fr,Winyé
xnr,Kangri,1700000,India,South Asia,pa,Kangri
noz,Nayi,8000,Ethiopia,Africa,am,Nayi
sze,Seze,4000,Ethiopia,Africa,am,Seze
nhh,Nahari,20000,India,South Asia,hne,Nahari
plb,Polonombauk,,Vanuatu,Pacific,fr,Polonombauk
akb,Batak Angkola,750000,Indonesia,Pacific,id,Batak Angkola
pel,Pekal,30000,Indonesia,Pacific,id,Pekal
psr,Portuguese Sign Language,,Portugal,Eurasia,pt,Portuguese Sign Language
aip,Burumakok,40,Indonesia,Pacific,id,Burumakok
aad,Amal,830,Papua New Guinea,Pacific,tpi,Amal
bgv,Warkay-Bipim,270,Indonesia,Pacific,id,Warkay-Bipim
asc,Casuarina Coast Asmat,9000,Indonesia,Pacific,id,Asmat
gdl,Dirasha,74000,Ethiopia,Africa,am,Dirasha
nkn,Nkangala,29000,Angola,Americas,en,Nkangala
kts,South Muyu,4000,Indonesia,Pacific,id,Muyu
ior,Inor,320000,Ethiopia,Africa,am,Inor
moy,Shekkacho,90000,Ethiopia,Africa,am,Shekkacho
bit,Berinomo,,Papua New Guinea,Pacific,tpi,Berinomo
aih,锦话,2700,China,Asia,zh,Ai-Cham
bic,Bikaru,,Papua New Guinea,Pacific,tpi,Bikaru
yai,Yagnobi,12000,Tajikistan,Eurasia,ru,Yagnobi
bdk,Buduq dili,200,Azerbaijan,Eurasia,ru,Budukh
adf,لهجة ظفارية,84000,Oman,Eurasia,ar,Arabic
plo,Oluta Popoluca,,Mexico,Americas,es-419,Popoluca
xdy-x-undau,Dayak Undau,,Indonesia,Pacific,id,
aec,لهجة صعيدية,19500000,Egypt,Africa,ar,Arabic
xwg,Kwegu,5200,Ethiopia,Africa,am,Kwegu
kjf,Xələc dili,5000,Azerbaijan,Eurasia,fa,Khalaj
wiv,Vitu,,Papua New Guinea,Pacific,tpi,Vitu
kry,Qrız dili,5000,Azerbaijan,Eurasia,ru,Kryts
ams,奄美大島北部方言,1600,Japan,Asia,ja,Amami-Oshima
bmr,Muinane,,Colombia,Americas,es-419,Muinane
rbk,Northern Bontok,9700,Philippines,Asia,ilo,Bontok
bij,Vaghat-Ya-Bijim-Legeri,20000,Nigeria,Africa,en,Vaghat-Ya-Bijim-Legeri
wja,Waja,60000,Nigeria,Africa,en,Waja
aab,Alumu-Tesu,7000,Nigeria,Africa,en,Alumu-Tesu
aac,Ari,,Papua New Guinea,Pacific,tpi,Ari
sid,Sidamo,3420000,Ethiopia,Africa,am,Sidamo
tsb,Tsamai,21000,Ethiopia,Africa,am,Tsamai
bkm,Kom (Cameroon),230000,Cameroon,Africa,fr,Kom
adq,Adangbe,4200,Ghana,Africa,en,Adangbe
bhr,Bara Malagasy,724000,Madagascar,Africa,plt,Malagasy
aai,Arifama-Miniafia,,Papua New Guinea,Pacific,tpi,Miniafia Oyan
bmm,Northern Betsimisaraka Malagasy,1200000,Madagascar,Africa,plt,Malagasy
agh,Ngelima,16500,Democratic Republic of the Congo,Africa,fr,Ngelima
kwa,Dâw,75,Brazil,Americas,pt,Dâw
abp,Abellen Ayta,3000,Philippines,Asia,en,Ayta
abt,Ambulas,,Papua New Guinea,Pacific,tpi,Ambulas
agd,Agarabi,,Papua New Guinea,Pacific,tpi,Agarabi
age,Angal,,Papua New Guinea,Pacific,tpi,Angal
ajn,Andajin,,Australia,Pacific,en,Andajin
ant,Antakarinya,,Australia,Pacific,en,Antakarinya
aub,Alugu,3500,China,Asia,zh,Alugu
pci,Duruwa,51000,India,South Asia,bgw,Duruwa
bqn,Bulgarian Sign Language,,Bulgaria,Eurasia,en,Bulgarian Sign Language
nag,Naga Pidgin,30000,India,South Asia,en,Naga Pidgin
bnd,Banda (Indonesia),2700,Indonesia,Pacific,id,Banda
bti,Burate,100,Indonesia,Pacific,id,Burate
aup,Makayam,,Papua New Guinea,Pacific,tpi,Makayam
bsh,Kati,40000,Afghanistan,Eurasia,ps,Kati
avd,Alviri-Vidari,-1,Iran,Eurasia,fa,Alviri-Vidari
brs,Baras,200,Indonesia,Pacific,id,Baras
brg,Baure,,Bolivia,Americas,es-419,Baure
bks,Northern Sorsoganon,85000,Philippines,Asia,en,Sorsoganon
awv,Jair Awyu,2300,Indonesia,Pacific,id,Awyu
alo,Larike-Wakasihu,11300,Indonesia,Pacific,id,Larike-Wakasihu
bsm,Busami,630,Indonesia,Pacific,pmy,Busami
blw,Balangao,21300,Philippines,Asia,ilo,Balangao
amp,Alamblak,,Papua New Guinea,Pacific,tpi,Alamblak
paq-x-leghmani,Parya Leghmani,,Afghanistan,Asia,ps,
brp,Barapasi,2400,Indonesia,Pacific,pmy,Barapasi
asw,Australian Aborigines Sign Language,,Australia,Pacific,en,Australian Aborigines Sign Language
bpl,Broome Pearling Lugger Pidgin,,Australia,Pacific,en,Broome Pearling Lugger Pidgin
br,brezhoneg,,France,Eurasia,fr,Breton
bcm,Bannoni,7500,Papua New Guinea,Pacific,en,Bannoni
btd,Batak Dairi,1200000,Indonesia,Pacific,id,Batak Dairi
brd,Baraamu,53,Nepal,South Asia,ne,Baram
bro,Brokkat,300,Bhutan,South Asia,dz,Brokkat
bfk,Ban Khor Sign Language,350,Thailand,Asia,th,Ban Khor Sign Language
aon,Bumbita Arapesh,,Papua New Guinea,Pacific,tpi,Arapesh
aot,Atong (India),4600,India,South Asia,grt,Atong
apt,Apatani,33000,India,South Asia,hi,Apatani
brv,Western Bru,25000,Thailand,Asia,th,Bru
ark,Arikapú,1,Brazil,Americas,pt,Arikapú
bdz,بدیشی زبان,-1,Pakistan,Eurasia,ur,Badeshi
brn,Boruca,,Costa Rica,Americas,es-419,Boruca
ayn,لهجة صنعانية,8400000,Yemen,Eurasia,ar,Arabic
brq,Breri,,Papua New Guinea,Pacific,tpi,Breri
brr,Birao,,Solomon Islands,Pacific,pis,Birao
bbz,Babalia Creole Arabic,4500,Chad,Africa,ar,Arabic
knl-x-kebahan,Dayak Kebahan,,Indonesia,Pacific,id,
bte,Gamo-Ningi,-1,Nigeria,Africa,en,Gamo-Ningi
bsf,Bauchi,20000,Nigeria,Africa,en,Bauchi
ann,Obolo,250000,Nigeria,Africa,en,Obolo
brt,Bitare,52000,Nigeria,Africa,en,Bitare
bsj,Bangwinji,6000,Nigeria,Africa,en,Bangwinji
bas,Basa (Cameroon),300000,Cameroon,Africa,fr,Basaa
bbk,Babanki,39000,Cameroon,Africa,fr,Babanki
bse,Wushi,25000,Cameroon,Africa,fr,Wushi
bdn,Baldemu,4,Cameroon,Africa,fr,Baldemu
btc,Bati (Cameroon),800,Cameroon,Africa,fr,Bati
bes,Besme,1200,Chad,Africa,ar,Besme
bso,Buso,40,Chad,Africa,ar,Buso
btf,Birgit,12000,Chad,Africa,ar,Birgit
aoa,Angolar,6000,São Tomé e Príncipe,Africa,pt,Angolar
bsp,Baga Sitemu,4500,Guinea,Africa,fr,Baga Sitemu
brf,Bera,150000,Democratic Republic of the Congo,Africa,fr,Bera
boy,Bodo (Central African Republic),15,Central African Republic,Africa,fr,Bodo
bme,Limassa,2500,Central African Republic,Africa,fr,Limassa
lra-x-dayaksuruh,Dayak Suruh,,Indonesia,Pacific,id,
bpa,Daakaka,1200,Vanuatu,Pacific,fr,Daakaka
bry,Burui,,Papua New Guinea,Pacific,tpi,Burui
btl,Bhatola,-1,India,South Asia,hi,Bhatola
btp,Budibud,,Papua New Guinea,Pacific,tpi,Budibud
era,Eravallan,5000,India,South Asia,ta,Eravallan
brw,Bellari,1000,India,South Asia,kn,Bellari
itb,Binongan Itneg,7500,Philippines,Asia,ilo,Itneg
ymx,Northern Muji,9000,China,Asia,zh,Muji
pkr,Attapady Kurumba,1370,India,South Asia,hi,Kurumba
bs,bosanski jezik,,Bosnia and Herzegovina,Eurasia,en,Bosnian
azb-x-afshari,Afshari,,Afghanistan,Asia,ps,
ugy,Uruguayan Sign Language,,Uruguay,Americas,es-419,Uruguayan Sign Language
unx,Munda,9000000,India,South Asia,bn,Munda
gac,Mixed Great Andamanese,7,India,South Asia,hi,Great Andamanese
bsa,Abinomn,300,Indonesia,Pacific,id,Abinomn
btx,Batak Karo,600000,Indonesia,Pacific,id,Batak Karo
kmd,Majukayang Kalinga,1500,Philippines,Asia,ilo,Kalinga
bts,Batak Simalungun,1200000,Indonesia,Pacific,id,Batak Simalungun
btm,Batak Mandailing,1100000,Indonesia,Pacific,id,Batak Mandailing
xkl-x-lepomaut,Lepo Ma'ut,,Indonesia,Pacific,id,
bua,Бурятский,,Russian Federation,Eurasia,ru,Buriat
btj,Bacanese Malay,6,Indonesia,Pacific,id,Malay
yrk,Ненецкий,21900,Russian Federation,Eurasia,ru,Nenets
ysp,南倮倮泼语,190000,China,Asia,zh,Lolopo
bsr,Bassa-Kontagora,10,Nigeria,Africa,en,Bassa-Kontagora
bsx,Yangkam,100,Nigeria,Africa,en,Yangkam
cfa,Dijim-Bwilim,25000,Nigeria,Africa,en,Dikaka
vkt,Tenggarong Kutai Malay,210000,Indonesia,Pacific,id,Malay
kgq,Kamoro,8000,Indonesia,Pacific,id,Kamoro
buv,Bun,,Papua New Guinea,Pacific,tpi,Bun
but,Bungain,,Papua New Guinea,Pacific,tpi,Bungain
wod,Wolani,5000,Indonesia,Pacific,id,Wolani
btr,Baetora,,Vanuatu,Pacific,fr,Baetora
btq,Batek,1000,Malaysia,Asia,ms,Batek
caf,Southern Carrier,,Canada,Americas,en,Carrier
cku,Koasati,,United States,Americas,en,Koasati
cbu,Candoshi-Shapra,,Peru,Americas,es-419,Candoshi-Shapra
btu,Batu,25000,Nigeria,Africa,en,Batu
brz,Bilbil,,Papua New Guinea,Pacific,tpi,Bilbil
bum,Bulu (Cameroon),860000,Cameroon,Africa,fr,Bulu
bst,Basketo,100000,Ethiopia,Africa,am,Basketo
kn-x-vagri,Vagri,,India,South Asia,kn,
bva,Barein,4100,Chad,Africa,ar,Barein
btz,Alas,195000,Indonesia,Pacific,id,Batak Alas-Kluet
bub,Bua,9500,Chad,Africa,ar,Bua
bvf,Boor,80,Chad,Africa,ar,Boor
bsq,Bassa,453000,Liberia,Africa,en,Bassa
buo,Terei,,Papua New Guinea,Pacific,tpi,Terei
bsc,Bassari,26000,Senegal,Africa,fr,Oniyan
bvc,Baelelea,,Solomon Islands,Pacific,pis,Baelelea
