code,name,native_speakers,country,region,gl,anglicized_name
syn,زبان سنایا,50,Iran,Eurasia,fa,Senaya
vmh,Maraghei,-1,Iran,Eurasia,fa,Maraghei
utu,Utu,,Papua New Guinea,Pacific,tpi,Utu
txo,Toto,1411,India,South Asia,hi,Toto
ush,اشوجی,450,Pakistan,Eurasia,ur,Ushojo
wae,Walser,,Switzerland,Eurasia,en,Walser
xwd,Wadi Wadi,,Australia,Pacific,en,Wadi Wadi
vaf,گویش وفسی,15000,Iran,Eurasia,fa,Vafsi
wgi,Wahgi,,Papua New Guinea,Pacific,tpi,Wahgi
veo,Ventureño,,United States,Americas,en,Ventureño
ulb,Ulukwumi,10000,Nigeria,Africa,en,Ulukwumi
vnp,Vunapu,,Vanuatu,Pacific,fr,Vunapu
waj,Waffa,,Papua New Guinea,Pacific,tpi,Waffa
ukp,Ukpe-Bayobiri,21500,Nigeria,Africa,en,Ukpe-Bayobiri
wla,Walio,,Papua New Guinea,Pacific,tpi,Walio
ukq,Ukwa,100,Nigeria,Africa,en,Ukwa
ure,Uru,,Bolivia,Americas,es-419,Uru
urg,Urigina,,Papua New Guinea,Pacific,tpi,Urigina
usu,Uya,,Papua New Guinea,Pacific,tpi,Uya
uvh,Uri,,Papua New Guinea,Pacific,tpi,Uri
uwa,Kuku-Uwanh,,Australia,Pacific,en,Kuku-Uwanh
vem,Vemgo-Mabas,11000,Nigeria,Africa,en,Vemgo-Mabas
val,Vehes,,Papua New Guinea,Pacific,tpi,Vehes
van,Valman,,Papua New Guinea,Pacific,tpi,Valman
uku,Ukue,14000,Nigeria,Africa,en,Ukue
vel,Veluws,,Netherlands,Eurasia,nl,Veluws
vki,Ija-Zuba,8500,Nigeria,Africa,en,Ija-Zuba
uiv,Iyive,2000,Cameroon,Africa,fr,Iyive
vku,Kurrama,,Australia,Pacific,en,Kurrama
vlp,Valpei,,Vanuatu,Pacific,fr,Valpei
vin,Vinza,13000,Tanzania,Africa,sw,Vinza
vit,Viti,1000,Nigeria,Africa,en,Viti
vmg,Lungalunga,,Papua New Guinea,Pacific,tpi,Lungalunga
vnm,Vinmavis,,Vanuatu,Pacific,fr,Neve’ei
vra,Vera'a,,Vanuatu,Pacific,fr,Vera’a
wag,Wa'ema,,Papua New Guinea,Pacific,tpi,Wa’ema
waq,Wageman,,Australia,Pacific,en,Wageman
was,Washo,,United States,Americas,en,Washo
wat,Kaninuwa,,Papua New Guinea,Pacific,tpi,Kaninuwa
vau,Vanuma,9000,Democratic Republic of the Congo,Africa,fr,Vanuma
vae,Vale,6500,Central African Republic,Africa,fr,Vale
nut-x-north,Northern Nung,80000,Vietnam,Asia,vi,Northern Nung
dos,Dogosé,20000,Burkina Faso,Africa,fr,Dogosé
tgx,Tagish,,Canada,Americas,en,Tagish
xaa,Andalusian Arabic,-1,Spain,Eurasia,ar,
wnp,Wanap,,Papua New Guinea,Pacific,tpi,Wanap
wer,Weri,,Papua New Guinea,Pacific,tpi,Weri
wxa,瓦乡话,300000,China,Asia,zh,Waxianghua
whg,North Wahgi,,Papua New Guinea,Pacific,tpi,Wahgi
wji,Warji,78000,Nigeria,Africa,en,Warji
wic,Wichita,,United States,Americas,en,Wichita
www,Wawa,3000,Cameroon,Africa,fr,Wawa
wfg,Yafi,230,Indonesia,Pacific,id,Zorop
wij,Wik-Iiyanh,,Australia,Pacific,en,Wik-Iiyanh
wig,Wik-Ngathana,,Australia,Pacific,en,Wik-Ngathana
wrd,Warduji,2200,Afghanistan,Eurasia,ps,Warduji
woe,Woleaian,,Micronesia,Pacific,en,Woleaian
wrv,Waruna,,Papua New Guinea,Pacific,tpi,Waruna
wra,Warapu,,Papua New Guinea,Pacific,tpi,Warapu
weh,Weh,7000,Cameroon,Africa,fr,Weh
wof,Gambian Wolof,500000,Gambia,Africa,en,Wolof
wux,Wulna,,Australia,Pacific,en,Wulna
yaf,Yaka (Democratic Republic of Congo),830000,Democratic Republic of the Congo,Africa,fr,Yaka
wuy,Wauyai,290,Indonesia,Pacific,id,Wauyai
xis,Kisan,141000,India,South Asia,hi,Kisan
xaw,Kawaiisu,,United States,Americas,en,Kawaiisu
waz,Wampur,,Papua New Guinea,Pacific,tpi,Wampur
wbp,Warlpiri,,Australia,Pacific,en,Warlpiri
wed,Wedau,,Papua New Guinea,Pacific,tpi,Wedau
weg,Wergaia,,Australia,Pacific,en,Wergaia
wgy,Warrgamay,,Australia,Pacific,en,Warrgamay
wng,Wanggom,1200,Indonesia,Pacific,id,Wanggom
wim,Wik-Mungkan,,Australia,Pacific,en,Wik-Mungkan
wnk,Wanukaka,10000,Indonesia,Pacific,id,Wanukaka
wiu,Wiru,,Papua New Guinea,Pacific,tpi,Wiru
wrp,Waropen,5800,Indonesia,Pacific,id,Waropen
yir,North Awyu,1500,Indonesia,Pacific,id,Awyu
wle,Wolane,140000,Ethiopia,Africa,am,Wolane
wrn,Warnang,300,Sudan,Africa,ar,Warnang
wnw,Wintu,,United States,Americas,en,Wintu
woc,Wogeo,,Papua New Guinea,Pacific,tpi,Wogeo
wrr,Wardaman,,Australia,Pacific,en,Wardaman
wrs,Waris,,Papua New Guinea,Pacific,tpi,Waris
wsi,Wusi,,Vanuatu,Pacific,fr,Wusi
wsr,Owenia,,Papua New Guinea,Pacific,tpi,Owenia
wtk,Watakataui,,Papua New Guinea,Pacific,tpi,Watakataui
wtm,Mewati,5000000,India,South Asia,hi,Mewati
kfi-x-kukkekuruba,Kukke Kuruba,,India,South Asia,kn,
wut,Wutung,,Papua New Guinea,Pacific,tpi,Wutung
wdd,Wandji,12000,Gabon,Africa,fr,Wandji
xai,Kaimbé,-1,Brazil,Americas,pt,Kaimbé
wyr,Wayoró,-1,Brazil,Americas,pt,Wayoró
wym,Wymysorys,,Poland,Eurasia,en,Wymysorys
xsm,Kasem,83600,Burkina Faso,Africa,fr,Kasem
xub,Betta Kurumba,32000,India,South Asia,ta,Kurumba
xhe,Khetrani,3800,Pakistan,Eurasia,ur,Khetrani
xkw,Kembra,20,Indonesia,Pacific,id,Kembra
xmx,Maden,580,Indonesia,Pacific,id,Maden
xkj,Kajali,1100,Iran,Eurasia,fa,Kajali
xte,Ketengban,10000,Indonesia,Pacific,id,Ketengban
xsp,Silopi,,Papua New Guinea,Pacific,tpi,Silopi
xmt,Matbat,1200,Indonesia,Pacific,id,Matbat
yag,Yámana,,Chile,Americas,es-419,Yámana
xkz,Kurtokha,16000,Bhutan,South Asia,dz,Kurtokha
iba-x-desa,Desa,,Indonesia,Pacific,id,Dayak Desa
xoi,Kominimung,,Papua New Guinea,Pacific,tpi,Kominimung
hav-x-kihavuidjui,Kihavu Idjui,,Democratic Republic of the Congo,Africa,fr,
xnt,Narragansett,,United States,Americas,en,Narragansett
xnz,Kenzi,50000,Egypt,Africa,ar,Mattokki
xow,Kowaki,,Papua New Guinea,Pacific,tpi,Kowaki
xpq,Mohegan-Pequot,,United States,Americas,en,Mohegan-Pequot
xkc,گویش خوئینی,50,Iran,Eurasia,fa,Kho’ini
xla,Kamula,,Papua New Guinea,Pacific,tpi,Kamula
xmb,Mbonga,1500,Cameroon,Africa,fr,Mbonga
xmd,Mbudum,6000,Cameroon,Africa,fr,Mbudum
xns,Kanashi,1700,India,South Asia,hi,Kanashi
xh,isiXhosa,8300000,South Africa,Americas,en,Xhosa
xku,Kaamba,145000,Congo,Africa,fr,Kaamba
thk,Tharaka,210000,Kenya,Africa,sw,Kitharaka
xsi,Sio,,Papua New Guinea,Pacific,tpi,Sio
xma,Mushungulu,23000,Somalia,Africa,ar,Mushungulu
xir,Xiriâna,-1,Brazil,Americas,pt,Xiriâna
xmo,Morerebi,80,Brazil,Americas,pt,Morerebi
xpn,Kapinawá,-1,Brazil,Americas,pt,Kapinawá
xoo,Xukurú,-1,Brazil,Americas,pt,Xukurú
xok,Xokleng,400,Brazil,Americas,pt,Xokleng
xor,Korubo,22,Brazil,Americas,pt,Korubo
xra,Krahô,1900,Brazil,Americas,pt,Krahô
lol-x-lotwasou,Mongo-Lotwa South,,Democratic Republic of the Congo,Africa,fr,
tbg,North Tairora,6600,Papua New Guinea,Pacific,tpi,Tairora
bdd,Bunama,,Papua New Guinea,Pacific,tpi,Bunama
yaa,Yaminahua,,Peru,Americas,es-419,Yaminahua
hi-x-pawani,Pawani,,India,South Asia,hi,
ybm,Yaben,,Papua New Guinea,Pacific,tpi,Yaben
ygm,Yagomi,,Papua New Guinea,Pacific,tpi,Yagomi
yaq,Yaqui,,Mexico,Americas,es-419,Yaqui
ygl,Yangum Gel,,Papua New Guinea,Pacific,tpi,Yangum Gel
yll,Yil,,Papua New Guinea,Pacific,tpi,Yil
tnt,Tontemboan,150000,Indonesia,Pacific,id,Tontemboan
ymp,Yamap,,Papua New Guinea,Pacific,tpi,Yamap
ymb,Yambes,,Papua New Guinea,Pacific,tpi,Yambes
ykr,Yekora,,Papua New Guinea,Pacific,tpi,Yekora
ynl,Yangulam,,Papua New Guinea,Pacific,tpi,Yangulam
ygw,Yagwoia,,Papua New Guinea,Pacific,tpi,Yagwoia
xxk,Ke'o,40000,Indonesia,Pacific,id,Ke’o
krz,Sota Kanum,90,Indonesia,Pacific,id,Kanum
yog,Yogad,16000,Philippines,Asia,ilo,Yogad
yax,Yauma,19600,Angola,Americas,pt,Yauma
ykk,Yakaikeke,,Papua New Guinea,Pacific,tpi,Yakaikeke
yla,Yaul,,Papua New Guinea,Pacific,tpi,Yaul
xtt,Tacahua Mixtec,,Mexico,Americas,es-419,Mixtec
shr-x-longelonge,Longe-Longe,,Democratic Republic of the Congo,Africa,fr,
xwk,Wangkumara,,Australia,Pacific,en,Wangkumara
yae,Pumé,,Venezuela,Americas,es-419,Pumé
yak,Yakama,,United States,Americas,en,Yakama
yau,Yuwana,,Venezuela,Americas,es-419,Yuwana
ybx,Yawiyo,,Papua New Guinea,Pacific,tpi,Yawiyo
yif,阿车,35000,China,Asia,zh,Ache
yix,阿细,100000,China,Asia,zh,Axi
yby,Yaweyuha,,Papua New Guinea,Pacific,tpi,Yaweyuha
ygu,Yugul,,Australia,Pacific,en,Yugul
yik,东山坝腊罗语,30000,China,Asia,zh,Lalo
ymd,木达,2000,China,Asia,zh,Muda
yiv,北尼苏语,160000,China,Asia,zh,Nisu
yig,乌撒纳苏语,500000,China,Asia,zh,Nasu
xug,山原言葉,4600,Japan,Asia,ja,Kunigami
iba-x-dayakulu,Dayak Ulu,,Indonesia,Pacific,id,
yat,Yambeta,3700,Cameroon,Africa,fr,Yambeta
yip,Pholo,30000,China,Asia,zh,Pholo
xuo,Kuo,21300,Chad,Africa,ar,Kuo
ykm,Kap,,Papua New Guinea,Pacific,tpi,Kap
yaj,Banda-Yangere,39000,Central African Republic,Africa,fr,Banda-Yangere
yky,Yakoma,122000,Central African Republic,Africa,fr,Yakoma
yad,Yagua,6000,Brazil,Americas,pt-br,Yagua
ybn,Yabaâna,-1,Brazil,Americas,pt,Yabaâna
xtw,Tawandê,20,Brazil,Americas,pt,Tawandê
ylb,Yaleba,,Papua New Guinea,Pacific,tpi,Yaleba
ymh,Mili,23000,China,Asia,zh,Mili
yot,Yotti,3000,Nigeria,Africa,en,Yotti
ywr,Yawuru,,Australia,Pacific,en,Yawuru
zay,Zayse-Zergulla,23000,Ethiopia,Africa,am,Zaysete
ty,Reo Tahiti,,French Polynesia,Pacific,fr,Tahitian
yur,Yurok,,United States,Americas,en,Yurok
zea,Zeeuws,,Netherlands,Eurasia,nl,Zeeuws
ctt,Wayanad Chetti,5000,India,South Asia,ta,Chetti
zeg,Zenag,,Papua New Guinea,Pacific,tpi,Zenag
rir-x-dayakmudu,Dayak Mudu,,Indonesia,Pacific,id,
zgn,桂边,1000000,China,Asia,zh,Zhuang
zik,Zimakani,,Papua New Guinea,Pacific,tpi,Zimakani
yvt,Yavitero,,Venezuela,Americas,es-419,Yavitero
ynu,Yahuna,,Colombia,Americas,es-419,Yahuna
yyz,阿夷子,50,China,Asia,zh,Ayizi
zgr,Magori,,Papua New Guinea,Pacific,tpi,Magori
zch,中紅水河壯語,1080000,China,Asia,zh,Zhuang
zau,Zangskari,12000,India,South Asia,ur,Zangskari
ylg,Yelogu,,Papua New Guinea,Pacific,tpi,Yelogu
ymz,Muzi,10000,China,Asia,zh,Muzi
yon,Yongkom,,Papua New Guinea,Pacific,tpi,Yongkom
yna,阿罗语,25000,China,Asia,zh,Aluo
ypg,Phola,13000,China,Asia,zh,Phola
yuj,Karkar-Yuri,,Papua New Guinea,Pacific,tpi,Karkar-Yuri
yoi,与那国物言,700,Japan,Asia,ja,Yonaguni
yum,Quechan,,United States,Americas,en,Quechan
zah,Zangwal,100,Nigeria,Africa,en,Zangwal
yut,Yopno,,Papua New Guinea,Pacific,tpi,Yopno
hni-x-budu,Bu4du4 Hani,,China,Asia,zh,
zbt,Batui,2900,Indonesia,Pacific,id,Batui
trt,Tunggare,450,Indonesia,Pacific,id,Tunggare
yuz,Yuracare,,Bolivia,Americas,es-419,Yuracare
ywa,Kalou,,Papua New Guinea,Pacific,tpi,Kalou
zbe,East Berawan,1100,Malaysia,Asia,ms,Berawan
zhw,Zhoa,500,Cameroon,Africa,fr,Zhoa
yxm,Yinwum,,Australia,Pacific,en,Yinwum
zaf,Ayoquesco Zapotec,,Mexico,Americas,es-419,Zapotec
zai,Isthmus Zapotec,,Mexico,Americas,es-419,Zapotec
zaq,Aloápam Zapotec,,Mexico,Americas,es-419,Zapotec
zat,Tabaa Zapotec,,Mexico,Americas,es-419,Zapotec
ymk,Makwe,32000,Mozambique,Americas,pt,Makwe
hi-x-dehathi,Dehathi Hindi,,India,South Asia,hi,
zim,Mesme,25000,Chad,Africa,ar,Mesme
zak,Zanaki,100000,Tanzania,Africa,sw,Zanaki
zga,Kinga,160000,Tanzania,Africa,sw,Kinga
zil,Zialo,33000,Guinea,Africa,fr,Zialo
zen,Zenaga,3000,Mauritania,Africa,ar,Zenaga
zhi,Zhire,2400,Nigeria,Africa,en,Zhire
yng,Yango,7000,Democratic Republic of the Congo,Africa,fr,Yango
snf,Noon,55000,Senegal,Africa,fr,Noon
ywn,Yawanawa,-1,Brazil,Americas,pt,Yawanawa
za,Saɯ cueŋƅ,Saw cuengh,16000000,China,Asia,zh
zap,Zapotec,500000,Mexico,Americas,es-419,Zapotec
gaj-x-kamu,Gadsup Kamu,,Papua New Guinea,Pacific,tpi,Gadsup Kamu
tsd,Tsakonian,,Greece,Eurasia,en,Tsakonian
prq,Ashéninka Perené,,Peru,Americas,es-419,Ashéninka Perené
uk,українська мова,,Ukraine,Eurasia,en,Ukrainian
zsu,Sukurum,,Papua New Guinea,Pacific,tpi,Sukurum
aey,Amele,7000,Papua New Guinea,Pacific,tpi,Amele
aga,Aguano,,Peru,Americas,es-419,Aguano
afp,Tapei,,Papua New Guinea,Pacific,tpi,Tapei
aeu,阿克,10000,China,Asia,zh,Akeu
zyj,右江,870000,China,Asia,zh,Zhuang
afg,Afghan Sign Language,1000,Afghanistan,Eurasia,ps,Afghan Sign Language
zml,Madngele,,Australia,Pacific,en,Madngele
afi,Akrukay,,Papua New Guinea,Pacific,tpi,Chini
zpv,Chichicapan Zapotec,,Mexico,Americas,es-419,Zapotec
akg,Anakalangu,16000,Indonesia,Pacific,id,Anakalangu
aah,Abu' Arapesh,,Papua New Guinea,Pacific,tpi,Arapesh
zrs,Mairasi,3300,Indonesia,Pacific,id,Mairasi
aew,Ambakich,,Papua New Guinea,Pacific,tpi,Ambakich
zkn,Kanan,9000,Myanmar,Asia,my,Kanan
zyp,Zyphe Chin,17000,Myanmar,Asia,my,Chin
aez,Aeka,,Papua New Guinea,Pacific,tpi,Aeka
zpw,Zaniza Zapotec,,Mexico,Americas,es-419,Zapotec
afd,Andai,,Papua New Guinea,Pacific,tpi,Andai
afk,Nanubae,,Papua New Guinea,Pacific,tpi,Nanubae
zpz,Texmelucan Zapotec,,Mexico,Americas,es-419,Zapotec
ago,Tainae,,Papua New Guinea,Pacific,tpi,Tainae
te-x-budugaja,Telugu Buduga Jangam,,India,South Asia,te,
zro,Záparo,,Ecuador,Americas,es-419,Záparo
zsa,Sarasira,,Papua New Guinea,Pacific,tpi,Sarasira
aji,Ajië,,New Caledonia,Pacific,en,Ajië
zsr,Southern Rincon Zapotec,,Mexico,Americas,es-419,Zapotec
aib,艾努语 (China),6570,China,Asia,zh,Ainu
aen,Armenian Sign Language,3500,Armenia,Eurasia,ru,Armenian Sign Language
zte,Elotepec Zapotec,,Mexico,Americas,es-419,Zapotec
afn,Defaka,200,Nigeria,Africa,en,Defaka
ztg,Xanaguía Zapotec,,Mexico,Americas,es-419,Zapotec
ztq,Quioquitani-Quierí Zapotec,,Mexico,Americas,es-419,Zapotec
ztt,Tejalapan Zapotec,,Mexico,Americas,es-419,Zapotec
ztx,Zaachila Zapotec,,Mexico,Americas,es-419,Zapotec
agc,Agatu,70000,Nigeria,Africa,en,Agatu
zun,Zuni,,United States,Americas,en,Zuni
aix,Aighon,,Papua New Guinea,Pacific,tpi,Aighon
zuy,Zumaya,-1,Cameroon,Africa,fr,Zumaya
zrn,Zerenkel,2000,Chad,Africa,ar,Zerenkel
aft,Afitti,4400,Sudan,Africa,ar,Afitti
aha,Ahanta,162000,Ghana,Africa,en,Ahanta
ald,Alladian,28000,Côte d’Ivoire,Africa,fr,Alladian
zu,isiZulu,12800000,South Africa,Americas,en,Zulu
ahi,Tiagbamrin Aizi,9000,Côte d’Ivoire,Africa,fr,Aizi
akp,Siwu,33000,Ghana,Africa,en,Siwu
zmq,Mituku,61000,Democratic Republic of the Congo,Africa,fr,Mituku
zms,Mbesa,10000,Democratic Republic of the Congo,Africa,fr,Mbesa
aap,Pará Arára,300,Brazil,Americas,pt,Arára
zlm-x-deli,Deli,,Indonesia,Pacific,id,Deli
ptq,Pattapu,200000,India,South Asia,ta,Pattapu
asd,Asas,,Papua New Guinea,Pacific,tpi,Asas
anq,Jarawa (India),270,India,South Asia,hca,Jarawa
bhu,Bhunjia,6800,India,South Asia,hi,Bhunjia
apb,Sa'a,,Solomon Islands,Pacific,pis,Sa’a
amt,Amto,230,Papua New Guinea,Pacific,tpi,Amto
api,Apiaká,1,Brazil,Americas,pt,Apiaká
knn-x-agri,Agri,,India,South Asia,hi,
apm,Mescalero-Chiricahua Apache,,United States,Americas,en,Apache
awh,Awbono,100,Indonesia,Pacific,id,Awbono
auu,Auye,350,Indonesia,Pacific,id,Auye
acy,Cypriot Arabic,900,Cyprus,Eurasia,en,Arabic
ywq-x-nasunan,Nasunan Yi,,China,Asia,zh,Nasunan Yi
ask,Ashkun,40000,Afghanistan,Eurasia,ps,Ashkun
aob,Abom,15,Papua New Guinea,Pacific,tpi,Abom
alm,Amblong,,Vanuatu,Pacific,fr,Amblong
bht,Bhattiyali,102000,India,South Asia,hi,Bhattiyali
asl,Asilulu,8000,Indonesia,Pacific,id,Asilulu
aqm,Atohwaim,900,Indonesia,Pacific,id,Atohwaim
asi,Buruwai,950,Indonesia,Pacific,id,Buruwai
aju,מרוקאית יהודית,20000,Israel,Eurasia,en,Arabic
bac,Badui,20000,Indonesia,Pacific,id,Badui
bgn,بلوچی زبان,1800000,Pakistan,Eurasia,ur,Balochi
amn,Amanab,,Papua New Guinea,Pacific,tpi,Amanab
aro,Araona,,Bolivia,Americas,es-419,Araona
ayk,Akuku,,Nigeria,Africa,en,Akuku
ayr,Central Aymara,,Bolivia,Americas,es-419,Aymara
aml,War-Jaintia,18100,Bangladesh,South Asia,bn,War-Jaintia
alu,'Are'are,,Solomon Islands,Pacific,pis,’Are’are
otd-x-dayaklimbai,Dayak Limbai,,Indonesia,Pacific,id,
ayu,Ayu,800,Nigeria,Africa,en,Ayu
afu,Awutu,130000,Ghana,Africa,en,Awutu
agt,Central Cagayan Agta,780,Philippines,Asia,ilo,Agta
anc,Ngas,470000,Nigeria,Africa,en,Ngas
ame,Yanesha',,Peru,Americas,es-419,Yanesha’
amm,Ama (Papua New Guinea),,Papua New Guinea,Pacific,tpi,Ama
apw,Western Apache,,United States,Americas,en,Apache
arw,Arawak,,Suriname,Americas,nl,Arawak
asf,Australian Sign Language,,Australia,Pacific,en,Australian Sign Language
amb,Ambo,1000,Nigeria,Africa,en,Ambo
att,Pamplona Atta,1000,Philippines,Asia,ilo,Atta
aua,Asumboa,,Solomon Islands,Pacific,pis,Asumboa
amo,Amo,12000,Nigeria,Africa,en,Amo
ank,Goemai,200000,Nigeria,Africa,en,Goemai
aww,Awun,,Papua New Guinea,Pacific,tpi,Awun
ayt,Magbukun Ayta,1000,Philippines,Asia,en,Ayta
azm,Ipalapa Amuzgo,,Mexico,Americas,es-419,Amuzgo
anw,Anaang,1400000,Nigeria,Africa,en,Anaang
awo,Awak,6000,Nigeria,Africa,en,Awak
baf,Nubaca,4500,Cameroon,Africa,fr,Nubaca
ass,Ipulo,2500,Cameroon,Africa,fr,Ipulo
ato,Atong (Cameroon),4200,Cameroon,Africa,fr,Atong
bah,Bahamas Creole English,400000,Bahamas,Americas,en,Bahamas Creole English
amj,Amdang,49000,Chad,Africa,ar,Amdang
asa,Asu,554000,Tanzania,Africa,sw,Asu
aja,Aja (Sudan),150,South Sudan,Africa,ar,Aja
bgo,Baga Koga,60,Guinea,Africa,fr,Baga Koga
sng,Sanga (Democratic Republic of Congo),540000,Democratic Republic of the Congo,Africa,fr,Sanga
vmr,Marenje,100000,Mozambique,Americas,pt,Marenje
bfr,Bazigar,800000,India,South Asia,pnb,Bazigar
bhx,Bhalay,8700,India,South Asia,mr,Bhalay
bpk,Orowe,,New Caledonia,Pacific,en,Orowe
gux-x-gourmantche,Gourmantche,212000,Togo,Africa,fr,
bbb,Barai,,Papua New Guinea,Pacific,tpi,Barai
bjl,Bulu (Papua New Guinea),,Papua New Guinea,Pacific,tpi,Bulu
bgs,Tagabawa,43000,Philippines,Asia,en,Tagabawa
bhf,Odiai,,Papua New Guinea,Pacific,tpi,Odiai
biq,Bipi,,Papua New Guinea,Pacific,tpi,Bipi
bfx,Bantayanon,86000,Philippines,Asia,en,Bantayanon
bkq,Bakairí,1000,Brazil,Americas,pt,Bakairí
bmb,Bembe,350000,Democratic Republic of the Congo,Africa,fr,Bembe
bep,Besoa,3000,Indonesia,Pacific,id,Behoa
bjj,Kanauji,9500000,India,South Asia,hi,Kanauji
bmx,Baimak,,Papua New Guinea,Pacific,tpi,Baimak
bop,Bonkiman,,Papua New Guinea,Pacific,tpi,Bonkiman
bjk,Barok,,Papua New Guinea,Pacific,tpi,Barok
dhd-x-sindoli,Sindoli,,India,South Asia,raj,
bpp,Kaure,450,Indonesia,Pacific,id,Kaure
bef,Benabena,,Papua New Guinea,Pacific,tpi,Benabena
bjr,Binumarien,,Papua New Guinea,Pacific,tpi,Binumarien
ium-x-lantin,Lan Tin,,Laos,Asia,lo,
blf,Buol,96000,Indonesia,Pacific,id,Buol
bkl,Berik,1150,Indonesia,Pacific,id,Berik
beu,Blagar,11000,Indonesia,Pacific,id,Blagar
bfc,北部方言,12000,China,Asia,zh,Bai
bnf,Masiwang,1000,Indonesia,Pacific,id,Masiwang
bol,Bole,100000,Nigeria,Africa,en,Bole
bfe,Betaf,600,Indonesia,Pacific,id,Betaf
bqb,Bagusa,270,Indonesia,Pacific,id,Bagusa
bon,Bine,,Papua New Guinea,Pacific,tpi,Bine
bku,Buhid,8000,Philippines,Asia,en,Buhid
bqa,Tchumbuli,2000,Benin,Africa,fr,Tchumbuli
boq,Bogaya,,Papua New Guinea,Pacific,tpi,Bogaya
quh,South Bolivian Quechua,,Bolivia,Americas,es-419,Quechua
bqc,Boko (Benin),85000,Benin,Africa,fr,Boko
bqd,Bung,3,Cameroon,Africa,fr,Bung
ymq-x-midiqi,Midi Qi Muji,,China,Asia,zh,
bko,Kwa',1000,Cameroon,Africa,fr,Kwa’
bog,Bamako Sign Language,230,Mali,Africa,fr,Bamako Sign Language
bdo,Morom,5200,Chad,Africa,ar,Morom
luc,Aringa,350000,Uganda,Africa,en,Aringa
bjw,Bakwé,13000,Côte d’Ivoire,Africa,fr,Bakwé
beq,Beembe,110000,Congo,Africa,fr,Beembe
blm,Beli (Sudan),70000,South Sudan,Africa,ar,Beli
bct,Bendi,40000,Democratic Republic of the Congo,Africa,fr,Bendi
boh,Boma,25000,Democratic Republic of the Congo,Africa,fr,Boma
bot,Bongo,12000,South Sudan,Africa,ar,Bongo
bok,Bonjo,3000,Congo,Africa,fr,Bonjo
bdi,Burun,23000,Sudan,Africa,ar,Burun
bet,Guiberoua Béte,160000,Côte d’Ivoire,Africa,fr,Bété
bex,Jur Modo,113000,South Sudan,Africa,ar,Jur Modo
bov,Tuwuli,13000,Ghana,Africa,en,Tuwuli
seh,Sena,1500000,Mozambique,Americas,pt,Sena
bkj,Pande,10000,Central African Republic,Africa,fr,Pande
bjo,Mid-Southern Banda,120000,Central African Republic,Africa,fr,Banda
tid-x-punansemolon,Punan Semolon,,Indonesia,Pacific,id,Punan Semolon
xdy-x-kengkubang,Dayak Kengkubang,,Indonesia,Pacific,id,Dayak Kengkubang
wam,Wampanoag,,United States,Americas,en,Wampanoag
mkj,Mokilese,,Micronesia,Pacific,en,Mokilese
ubu,Umbu-Ungu,40000,Papua New Guinea,Pacific,tpi,Umbu-Ungu
bwq,Southern Bobo Madaré,181000,Burkina Faso,Africa,fr,Bobo Madaré
bwa,Bwatoo,,New Caledonia,Pacific,en,Bwatoo
mhy-x-balangan,Balangan,,Indonesia,Pacific,id,
caa,Chortí,,Guatemala,Americas,es-419,Ch’orti’
bzl,Boano (Sulawesi),2000,Indonesia,Pacific,id,Boano
bfs-x-liuhebai,Liuhe Bai,260000,China,Asia,zh,Liuhe Bai
hvv,Santa María Del Mar Huave,,Mexico,Americas,es-419,Huave
bvk,Bukat,350,Indonesia,Pacific,id,Bukat
bzq,Buli (Indonesia),2500,Indonesia,Pacific,id,Buli
bvz,Bauzi,1450,Indonesia,Pacific,id,Bauzi
bxz,Binahari,,Papua New Guinea,Pacific,tpi,Binahari
bzk,Nicaragua Creole English,,Nicaragua,Americas,es-419,Nicaragua Creole English
bzp,Kemberano,1350,Indonesia,Pacific,id,Kemberano
ccm,Malaccan Creole Malay,300,Malaysia,Asia,ms,Malaccan Creole Malay
hpo,Hpon,-1,Myanmar,Asia,my,Hpon
tly,Talış dili,900000,Azerbaijan,Eurasia,ru,Talysh
cho,Choctaw,,United States,Americas,en,Choctaw
wbl,Khikwor,17000,Afghanistan,Eurasia,ps,Wakhi
shx,山客話,910,China,Asia,zh,She
mxv,Metlatónoc Mixtec,,Mexico,Americas,es-419,Mixtec
bvp,布芒语,200,China,Asia,zh,Bumang
hos,Ngôn ngữ ký hiệu Thành phố Hồ Chí Minh,,Vietnam,Asia,vi,Ho Chi Minh City Sign Language
hab,Ngôn ngữ ký hiệu Hà Nội,,Vietnam,Asia,vi,Hanoi Sign Language
bqs,Bosngun,,Papua New Guinea,Pacific,tpi,Bosmun
bdq,Tiếng Ba Na,183000,Vietnam,Asia,vi,Bahnar
bvy,Baybayanon,10000,Philippines,Asia,en,Baybayanon
cgc,Kagayanen,30000,Philippines,Asia,en,Kagayanen
cim,Cimbrian,,Italy,Eurasia,en,Cimbrian
cbo,Izora,1500,Nigeria,Africa,en,Izora
byp,Bumaji,11000,Nigeria,Africa,en,Bumaji
cip,Chiapanec,,Mexico,Americas,es-419,Chiapanec
ciw,Chippewa,,United States,Americas,en,Chippewa
bzy,Obanliku,65000,Nigeria,Africa,en,Obanliku
bxf,Bilur,,Papua New Guinea,Pacific,tpi,Minigir
cie,Cineni,3000,Nigeria,Africa,en,Cineni
byx,Qaqet,,Papua New Guinea,Pacific,tpi,Qaqet
bzd,Bribri,,Costa Rica,Americas,es-419,Bribri
